ID1,ID2,Weight
bnr,nbn,2
bnr,nng,1
bnr,nnr,1
bnr,nrg,2
ngb,bnr,1
ngb,nnr,1
ngb,ngn,4
ngb,gnr,1
ngb,nrn,2
ngb,bnn,2
ngb,ngg,2
nng,bnr,3
nng,ngb,1
nng,ngr,2
nng,gnr,2
nng,nbb,7
nng,rnr,1
nng,bnn,2
nng,gnn,10
gnb,ngb,3
gnb,nnr,1
gnb,ngn,1
gnb,ngr,6
gnb,nbb,3
gnb,nrn,3
gnb,rnr,1
gnb,nrr,5
gnb,gnn,1
gnb,nrg,1
gnb,ngg,1
gnb,nnb,2
nbr,bnr,4
nbr,ngb,2
nbr,nng,2
nbr,gnb,11
nbr,nnr,3
nbr,ngn,1
nbr,ngr,2
nbr,nbb,2
nbr,nrn,2
nbr,rnr,2
nbr,bnn,1
nbr,gnn,8
nbr,nrr,37
nbr,nrg,1
nbr,ngg,3
nbr,nnb,3
nnr,nng,1
nnr,gnb,1
nnr,nbb,2
nnr,nrn,2
nnr,nrr,1
nnr,nbn,1
ngn,bnn,2
ngn,bnr,2
ngn,ngg,2
ngr,bnr,1
ngr,ngb,1
ngr,nnr,1
ngr,ngn,1
ngr,nrn,1
ngr,rnr,1
ngr,gnn,2
ngr,nrg,1
gnr,bnn,1
gnr,gnn,9
gnr,nrr,4
gnr,nbb,9
nbb,bnr,1
nbb,ngb,1
nbb,ngn,1
nbb,ngr,1
nbb,rnr,1
nbb,bnn,1
nbb,gnn,39
nbb,nrr,4
nbb,nrg,1
nbb,ngg,1
nbb,nnb,1
nrn,bnr,6
nrn,ngr,1
nrn,nbb,1
nrn,bnn,5
nrn,gnn,2
nrn,nrg,1
nrn,nbn,1
nrn,ngg,1
rnr,bnr,1
rnr,gnn,1
rnr,nnb,1
rnr,ngn,1
bnn,nrg,2
gnn,bnr,5
gnn,ngb,1
gnn,nng,4
gnn,gnb,1
gnn,nnr,1
gnn,ngr,2
gnn,gnr,1
gnn,nbb,3
gnn,nrn,2
gnn,rnr,3
gnn,nrr,1
gnn,nbn,1
gnn,ngg,1
nrr,bnr,3
nrr,ngb,4
nrr,gnb,9
nrr,nbr,2
nrr,nnr,2
nrr,ngn,6
nrr,ngr,5
nrr,gnr,3
nrr,nbb,7
nrr,nrn,6
nrr,rnr,4
nrr,bnn,2
nrr,gnn,1
nrr,nrg,7
nrr,nbn,1
nrr,ngg,1
nrr,nnb,3
nrg,nrr,2
nrg,nnr,1
ngg,ngb,2
ngg,nnr,1
ngg,ngr,5
ngg,nbb,2
ngg,rnr,2
ngg,gnn,5
ngg,nbn,2
nnb,gnr,1
nnb,nng,2
nnb,nbb,1
